name,category,description,website,pricing,source_url
Artificial Analysis,business-management,4.5/5,,Free,https://www.aixploria.com/en/artificial-analysis-ai-api/
Airtable AI,business-management,4.7/5,,Free,https://www.aixploria.com/en/airtable-ai/
Palantir,business-management,4.7/5,,Free,https://www.aixploria.com/en/palantir-ai-data/
Reworkd AI,business-management,4.7/5,,Free,https://www.aixploria.com/en/reworkd-ai/
Nanonets,business-management,4.7/5,,Free,https://www.aixploria.com/en/nanonets/
Atlassian Rovo,business-management,4.8/5,,Free,https://www.aixploria.com/en/atlassian-rovo-ai-assistant-data/
Kreado AI,art-creative-design,5/5,,Free,https://www.aixploria.com/en/kreado-ai/
Vidnoz AI,art-creative-design,4.7/5,,Free,https://www.aixploria.com/en/vidnoz-ai/
Keevx,art-creative-design,4.6/5,,Free,https://www.aixploria.com/en/keevx-ai/
FalcoCut,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/falcocut-ai/
Krikey AI,art-creative-design,4.7/5,,Free,https://www.aixploria.com/en/krikey-ai/
DreamActor-M1,art-creative-design,4.4/5,,Free,https://www.aixploria.com/en/dreamactor-m1-bytedance/
HeyGen Interactive Avatar,art-creative-design,5/5,,Free,https://www.aixploria.com/en/heygen-interactive-avatar-ai/
Akool AI,art-creative-design,4.4/5,,Free,https://www.aixploria.com/en/akool-ai/
Ready Player Me,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/ready-player-me/
AI Studio by Meta,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/ai-studio-by-meta/
Leonardo AI,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/leonardo-ai/
Meta SAM 3D,art-creative-design,4.7/5,,Free,https://www.aixploria.com/en/meta-sam-3d/
Genie by Lumalabs,art-creative-design,4.7/5,,Free,https://www.aixploria.com/en/genie-by-lumalabs/
Get3D Nvidia,art-creative-design,4/5,,Free,https://www.aixploria.com/en/get3d-nvidia/
Tripo AI,art-creative-design,5/5,,Free,https://www.aixploria.com/en/tripo-ai/
Marble by World Labs,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/marble-by-world-labs/
Hunyuan3D,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/hunyuan3d-ai-3d-model-generator/
Tripo Studio,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/tripo-studio-3d-ai/
Hunyuan World 1.0,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/hunyuan-world-1-0-ai-3d-models/
Meshy AI,art-creative-design,5/5,,Free,https://www.aixploria.com/en/meshy-ai/
Edify 3D,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/edify-3d-nvidia/
Looka,art-creative-design,4.6/5,,Free,https://www.aixploria.com/en/looka-ai-logo/
Ideogram 3.0,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/ideogram-ai/
AI Logo by Fiverr,art-creative-design,4.8/5,,Free,https://www.aixploria.com/en/ai-logo-maker-by-fiverr/
Adobe Free Logo Maker,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/adobe-free-logo-maker-ai/
Shopify Logo Free,art-creative-design,4.7/5,,Free,https://www.aixploria.com/en/shopify-logo-maker-free-ai/
Logo Maker Namecheap,art-creative-design,4.5/5,,Free,https://www.aixploria.com/en/logo-maker-namecheap/
insMind AI Logo,art-creative-design,4.6/5,,Free,https://www.aixploria.com/en/insmind-ai-logo-generator/
LogoAI,art-creative-design,4.7/5,,Free,https://www.aixploria.com/en/logoai/
LogoFast,art-creative-design,5/5,,Free,https://www.aixploria.com/en/logofast-ai/
Stockimg AI,art-creative-design,4.4/5,,Free,https://www.aixploria.com/en/stockimg-ai/
Tripplanner AI,daily-life,4.7/5,,Free,https://www.aixploria.com/en/tripplanner-ai/
Google Flight Deals,daily-life,4.5/5,,Free,https://www.aixploria.com/en/google-flight-deals-ai/
Airial Travel,daily-life,4.5/5,,Free,https://www.aixploria.com/en/airial-travel-ai/
Trips by TripAdvisor,daily-life,4.7/5,,Free,https://www.aixploria.com/en/trips-by-tripadvisor/
TripTap,daily-life,4.5/5,,Free,https://www.aixploria.com/en/triptap-ai/
GuideGeek,daily-life,4.5/5,,Free,https://www.aixploria.com/en/guidegeek-ai-travel-assistant/
Wanderboat,daily-life,5/5,,Free,https://www.aixploria.com/en/wanderboat-ai-travel/
Novae.Travel,daily-life,4.7/5,,Free,https://www.aixploria.com/en/novae-travel-ai/
Wonderplan,daily-life,4.7/5,,Free,https://www.aixploria.com/en/wonderplan/
Mindtrip AI,daily-life,4.5/5,,Free,https://www.aixploria.com/en/mindtrip-ai/
Curiosio,daily-life,4.5/5,,Free,https://www.aixploria.com/en/curiosio-ai-road-trip-planner/
Layla,daily-life,"To get started is quite simple. With a clear process, you can build a full travel plan without any trouble. Follow these four steps to craft quickly  (and for free) your journey.",,Free,https://www.aixploria.com/en/ask-layla-ai-travel-trip/
Mindtrip,daily-life,"To get started is quite simple. With a clear process, you can build a full travel plan without any trouble. Follow these four steps to craft quickly  (and for free) your journey.",,Free,https://www.aixploria.com/en/mindtrip-ai/
Trip Planner AI,daily-life,"To get started is quite simple. With a clear process, you can build a full travel plan without any trouble. Follow these four steps to craft quickly  (and for free) your journey.",,Free,https://www.aixploria.com/en/tripplanner-ai/
DRESSX.me,daily-life,4.7/5,,Free,https://www.aixploria.com/en/dressx-ai/
AI Hairstyle,daily-life,4.5/5,,Free,https://www.aixploria.com/en/ai-hairstyle/
Face Shape Detector,daily-life,4.5/5,,Free,https://www.aixploria.com/en/face-shape-detector/
Hautech AI,daily-life,4.5/5,,Free,https://www.aixploria.com/en/hautech-ai/
AI Fashion Models insMind,daily-life,5/5,,Free,https://www.aixploria.com/en/ai-fashion-models-insmind/
ModiFace,daily-life,4.5/5,,Free,https://www.aixploria.com/en/modiface-virtual-beauty-ai-vr/
PerfectCorp Business,daily-life,4.5/5,,Free,https://www.aixploria.com/en/perfectcorp-business-skin-beauty/
Botika,daily-life,4.5/5,,Free,https://www.aixploria.com/en/botika/
FASHN Virtual Try-On,daily-life,4.7/5,,Free,https://www.aixploria.com/en/fashn-virtual-try-on-ai/
Chessnut,daily-life,4.6/5,,Free,https://www.aixploria.com/en/chessnut-chess-game-ai/
AI Town,daily-life,4.8/5,,Free,https://www.aixploria.com/en/ai-town-game/
Infinite Craft By Neal,daily-life,4.5/5,,Free,https://www.aixploria.com/en/infinite-craft-by-neal-ai/
Human or Not 2,daily-life,4.7/5,,Free,https://www.aixploria.com/en/human-or-not-2/
Oasis AI Game,daily-life,4.5/5,,Free,https://www.aixploria.com/en/oasis-ai-game/
Booom.ai,daily-life,4.4/5,,Free,https://www.aixploria.com/en/booom-ai/
Inworld,daily-life,4.5/5,,Free,https://www.aixploria.com/en/inworld-2/
Friends & Fables,daily-life,4.6/5,,Free,https://www.aixploria.com/en/friends-fables/
Harvey,legal-finance,4.6/5,,Free,https://www.aixploria.com/en/harvey-ai/
DoNotPay,legal-finance,4.5/5,,Free,https://www.aixploria.com/en/donotpay/
Legora,legal-finance,4.6/5,,Free,https://www.aixploria.com/en/legora/
Casetext,legal-finance,4.4/5,,Free,https://www.aixploria.com/en/casetext/
AI Lawyer,legal-finance,4.4/5,,Free,https://www.aixploria.com/en/ai-lawyer/
Dropbox Sign,legal-finance,5/5,,Free,https://www.aixploria.com/en/dropbox-sign-ai-contracts/
Darrow AI,legal-finance,4.4/5,,Free,https://www.aixploria.com/en/darrow-ai/
Adobe Content Credentials,legal-finance,5/5,,Free,https://www.aixploria.com/en/adobe-content-credentials-ai/
ContractCrab,legal-finance,4.7/5,,Free,https://www.aixploria.com/en/contractcrab-online-ai-contract/
Leya,legal-finance,4.7/5,,Free,https://www.aixploria.com/en/leya-ai-legal-assistant/
Legaliser,legal-finance,4.5/5,,Free,https://www.aixploria.com/en/legaliser-ai/
Ask-rbg,legal-finance,5/5,,Free,https://www.aixploria.com/en/ask-rbg/
Undetectable AI,ai-detection-anti-detection,4.4/5,,Free,https://www.aixploria.com/en/undetectable-ai/
GPTZero,ai-detection-anti-detection,4.6/5,,Free,https://www.aixploria.com/en/gptzero/
AI Humanizer QuillBot,ai-detection-anti-detection,4.5/5,,Free,https://www.aixploria.com/en/ai-humanizer-quillbot/
FaceCheck ID,ai-detection-anti-detection,5/5,,Free,https://www.aixploria.com/en/facecheck-id/
DeepFake Detector,ai-detection-anti-detection,4.5/5,,Free,https://www.aixploria.com/en/deepfake-detector-ai/
Clever AI Humanizer,ai-detection-anti-detection,4.5/5,,Free,https://www.aixploria.com/en/clever-ai-humanizer/
ZeroGPT,ai-detection-anti-detection,4.4/5,,Free,https://www.aixploria.com/en/zerogpt/
Originality AI,ai-detection-anti-detection,5/5,,Free,https://www.aixploria.com/en/originality-ai/
Lenso.ai,ai-detection-anti-detection,4.7/5,,Free,https://www.aixploria.com/en/lenso-ai-reverse-image-search/
